Note: Window features are placed at the end of the addresses for that window [Final column for the day].

Address,Year,Day,Amount Sent,Income,Neighbours,CoAddresses,Is Randsome
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
1LPaBQDXUkzav1hNAHZKpAf1upqjzuoprU,2009,347,1595435000000,1.595435E12,1,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
0 in 2009,2009,347,0,0.0,2,0,true
~~~~ Features of the above window ~~~~
,2009,347,,,,,,Total transactions in window: 324,Ransome addresses in window: 323,White addresses in window: 0

0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
1 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
15J5MZxBkbo88hfHbY96UEDdWWtTJKTBgj,2009,348,545000000000,5.45E11,1,0,true
NoName,2009,348,4900000000,5.0E9,1,0,true
0 in 2009,2009,348,0,0.0,2,0,true
NoName,2009,348,100000000,5.0E9,1,0,true
NoName,2009,348,39900000000,3.99E10,1,0,true
0 in 2009,2009,348,0,0.0,2,0,true
NoName,2009,348,18800000000,1.88E10,1,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
0 in 2009,2009,348,0,0.0,2,0,true
~~~~ Features of the above window ~~~~
,2009,348,,,,,,Total transactions in window: 25,Ransome addresses in window: 23,White addresses in window: 0

1 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
NoName,2009,349,800000000,9.0E8,1,0,true
1L2gKa3tPCVWaqS29eauXyCMKzkKLNfzKF,2009,349,85000000000,8.5E10,1,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
NoName,2009,349,100000000,9.0E8,1,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
0 in 2009,2009,349,0,0.0,2,0,true
~~~~ Features of the above window ~~~~
,2009,349,,,,,,Total transactions in window: 22,Ransome addresses in window: 21,White addresses in window: 0

NoName,2009,351,4900000000,4.95E9,1,0,true
0 in 2009,2009,351,0,0.0,2,0,true
0 in 2009,2009,351,0,0.0,2,0,true
1 in 2009,2009,351,0,0.0,2,0,true
0 in 2009,2009,351,0,0.0,2,0,true
0 in 2009,2009,351,0,0.0,2,0,true
0 in 2009,2009,351,0,0.0,2,0,true
NoName,2009,351,4950000000,5.0E9,1,0,true
1LgXXqEzDa7E4RuZg8UuF15ru9Zur8j9GH,2009,351,20000000000,2.0E10,1,0,true
0 in 2009,2009,351,0,0.0,2,0,true
1BUFemkAVoULEXqADCCU7k2dyWfP6t9YBn,2009,351,50000000,4.95E9,1,0,true
0 in 2009,2009,351,0,0.0,2,0,true
15efbg32CaeXh97Umy4q99ctEtS4LZdydp,2009,351,50000000,5.0E9,1,0,true
0 in 2009,2009,351,0,0.0,2,0,true
1 in 2009,2009,351,0,0.0,2,0,true
~~~~ Features of the above window ~~~~
,2009,351,,,,,,Total transactions in window: 14,Ransome addresses in window: 15,White addresses in window: 0

0 in 2009,2009,352,0,0.0,2,0,true
15J5MZxBkbo88hfHbY96UEDdWWtTJKTBgj,2009,352,5000000000,5.0E9,1,0,true
~~~~ Features of the above window ~~~~
,2009,352,,,,,,Total transactions in window: 3,Ransome addresses in window: 2,White addresses in window: 0

18bsJgckoCzkofkmm1NCQw4cZKm6xurpy6,2009,354,5000000000,5.0E9,1,0,true
0 in 2009,2009,354,0,0.0,2,0,true
~~~~ Features of the above window ~~~~
,2009,354,,,,,,Total transactions in window: 3,Ransome addresses in window: 2,White addresses in window: 0

NoName,2009,359,4950000000,5.0E9,1,0,true
1PRU5wzuWEDYev6s8ruYKA8XFPMGGhiffV,2009,359,50000000,5.0E9,1,0,true
0 in 2009,2009,359,0,0.0,2,0,true
~~~~ Features of the above window ~~~~
,2009,359,,,,,,Total transactions in window: 3,Ransome addresses in window: 3,White addresses in window: 0

0 in 2009,2009,360,0,0.0,2,0,true
0 in 2009,2009,360,0,0.0,2,0,true
NoName,2009,360,25000000000,2.5E10,1,0,true
0 in 2009,2009,360,0,0.0,2,0,true
0 in 2009,2009,360,0,0.0,2,0,true
0 in 2009,2009,360,0,0.0,2,0,true
~~~~ Features of the above window ~~~~
,2009,360,,,,,,Total transactions in window: 7,Ransome addresses in window: 6,White addresses in window: 0
